frame_etg frame_gar X Y event_type code
4513 3761 495.90 283.57 Fixation 1274651595
4514 3762 495.90 286.40 Fixation 1274668271
4514 3762 496.48 285.73 Fixation 1274684886
4515 3763 496.78 287.02 Fixation 1274701378
4515 3763 495.55 286.03 Fixation 1274718091
4516 3763 495.88 285.81 Fixation 1274734644
4516 3763 495.78 286.52 Fixation 1274751256
4517 3764 495.71 285.88 Fixation 1274767831
4517 3764 493.76 286.48 Fixation 1274784538
4518 3765 492.73 288.59 Fixation 1274801157
4518 3765 492.49 287.60 Fixation 1274817836
4519 3766 491.93 288.95 Fixation 1274834192
4520 3767 491.35 288.63 Fixation 1274850903
4520 3767 490.67 289.88 Fixation 1274867432
4520 3767 490.19 291.19 Fixation 1274884199
4521 3767 490.53 290.79 Fixation 1274900709
4522 3768 491.65 290.77 Fixation 1274917188
4522 3768 490.59 290.16 Fixation 1274933850
4522 3768 489.83 290.47 Fixation 1274950508
4523 3769 490.50 289.16 Fixation 1274967118
4523 3769 490.68 290.38 Fixation 1274983680
4524 3770 490.34 290.90 Fixation 1275000241
4524 3770 490.32 291.52 Fixation 1275016929
4525 3771 490.41 290.67 Fixation 1275033413
4526 3772 488.47 289.68 Fixation 1275050110
4526 3772 487.17 290.03 Fixation 1275066699
4526 3772 486.11 289.34 Fixation 1275083320
4527 3773 484.85 287.94 Fixation 1275099858
4527 3773 484.54 289.12 Fixation 1275116296
4528 3773 483.27 287.42 Fixation 1275132936
4529 3774 481.23 289.80 Fixation 1275149679
4529 3774 480.66 287.10 Fixation 1275166239
4529 3774 480.30 288.29 Fixation 1275182832
4530 3775 478.60 290.59 Fixation 1275199445
4530 3775 477.08 289.16 Fixation 1275215972
4531 3776 476.83 292.56 Fixation 1275232591
4531 3776 475.40 292.34 Fixation 1275249304
4532 3777 472.76 294.78 Fixation 1275265896
4533 3778 471.41 297.80 Saccade 1275282445
4533 3778 445.04 307.17 Saccade 1275299072
4533 3778 427.71 313.15 Saccade 1275315727
4534 3778 427.17 313.19 Fixation 1275332206
4535 3779 425.46 313.47 Fixation 1275348726
4535 3779 424.22 315.02 Fixation 1275365474
4535 3779 421.86 317.14 Fixation 1275381946
4536 3780 421.51 317.34 Fixation 1275398572
4536 3780 420.65 317.60 Fixation 1275415179
4537 3781 419.23 319.88 Fixation 1275431867
4537 3781 418.46 317.96 Fixation 1275448467
4538 3782 417.22 317.63 Fixation 1275464913
4538 3782 416.41 317.46 Fixation 1275481548
4539 3783 416.33 318.85 Fixation 1275498239
4539 3783 415.80 316.91 Fixation 1275514815
4540 3783 416.31 315.40 Fixation 1275531311
4540 3783 415.18 311.24 Fixation 1275547846
4541 3784 413.75 310.53 Fixation 1275564577
4541 3784 412.61 308.34 Fixation 1275581208
4542 3785 411.56 306.45 Fixation 1275597946
4542 3785 410.77 306.38 Fixation 1275614305
4543 3786 411.04 304.00 Fixation 1275630834
4543 3786 409.60 305.31 Fixation 1275647452
4544 3787 408.77 306.31 Saccade 1275664221
4544 3787 426.38 299.61 Saccade 1275680680
4545 3788 442.61 296.35 Saccade 1275697179
4545 3788 443.40 295.11 Fixation 1275714079
4546 3788 443.57 294.88 Fixation 1275730384
4546 3788 443.88 294.66 Fixation 1275747059
4547 3789 444.92 295.15 Fixation 1275763591
4547 3789 447.18 295.33 Fixation 1275780300
4548 3790 448.38 293.77 Fixation 1275796938
4548 3790 449.00 294.76 Fixation 1275813401
4549 3791 449.36 294.51 Fixation 1275830020
4549 3791 449.89 293.81 Fixation 1275846525
4550 3792 450.21 294.10 Fixation 1275863331
4550 3792 450.65 293.87 Fixation 1275879991
4551 3792 451.11 294.56 Fixation 1275896347
4551 3792 450.31 295.04 Fixation 1275912982
4552 3793 450.05 295.89 Fixation 1275929585
4552 3793 450.34 295.28 Fixation 1275946227
4553 3794 450.54 295.10 Fixation 1275962910
4553 3794 450.26 296.43 Fixation 1275979448
4554 3795 449.96 296.90 Fixation 1275996100
4554 3795 449.92 295.71 Fixation 1276012660
4555 3796 450.09 296.72 Fixation 1276029125
4555 3796 449.01 295.56 Fixation 1276045666
4556 3797 447.09 296.29 Fixation 1276062453
4556 3797 447.83 294.77 Saccade 1276078928
4557 3798 462.46 272.23 Saccade 1276095587
4557 3798 468.27 258.18 Saccade 1276112123
4558 3798 468.69 257.79 Fixation 1276128621
4558 3798 467.62 257.80 Fixation 1276145464
4559 3799 468.65 256.17 Fixation 1276162020
4559 3799 469.07 257.79 Fixation 1276178555
4560 3800 470.70 257.36 Fixation 1276195143
4560 3800 471.68 258.99 Fixation 1276211804
4560 3800 472.83 258.49 Fixation 1276228473
4561 3801 471.66 257.18 Fixation 1276245062
4562 3802 470.94 257.26 Fixation 1276261569
4562 3802 471.07 257.26 Fixation 1276278265
4563 3803 471.18 256.78 Fixation 1276294824
4563 3803 471.28 255.02 Fixation 1276311340
4564 3803 472.29 254.61 Fixation 1276327900
4564 3803 471.91 255.72 Fixation 1276344402
4565 3804 471.69 254.83 Fixation 1276361202
4565 3804 471.61 252.85 Fixation 1276377798
4566 3805 473.13 254.29 Saccade 1276394358
4566 3805 439.68 271.56 Saccade 1276410968
4567 3806 416.94 285.55 Saccade 1276427600
4567 3806 417.05 287.56 Fixation 1276444114
4568 3807 415.58 287.72 Fixation 1276460758
4568 3807 414.65 289.48 Fixation 1276477324
4569 3808 414.63 290.82 Fixation 1276493991
4569 3808 414.56 290.66 Fixation 1276510556
4570 3808 412.83 291.79 Fixation 1276527214
4570 3808 412.73 290.79 Fixation 1276543736
4571 3809 410.41 291.24 Fixation 1276560379
4571 3809 406.28 294.52 Fixation 1276576928
4572 3810 406.83 295.27 Fixation 1276593593
4572 3810 406.57 295.10 Fixation 1276610002
4573 3811 406.68 295.02 Fixation 1276626592
4573 3811 406.55 293.52 Fixation 1276643163
4574 3812 406.30 292.54 Fixation 1276659960
4574 3812 407.29 294.28 Fixation 1276676446
4575 3813 405.41 293.39 Fixation 1276693118
4575 3813 402.79 294.59 Fixation 1276709581
4576 3813 401.38 296.30 Fixation 1276726225
4576 3813 400.42 296.50 Fixation 1276742803
4577 3814 400.68 299.35 Fixation 1276759459
4577 3814 399.73 300.35 Fixation 1276776055
4578 3815 399.28 302.68 Fixation 1276792632
4578 3815 397.54 305.84 Fixation 1276809267
4579 3816 399.41 308.16 Saccade 1276825828
4579 3816 423.11 322.55 Saccade 1276842331
4580 3817 426.20 333.05 Saccade 1276859010
4580 3817 425.17 334.04 Fixation 1276875676
4581 3817 425.35 338.59 Fixation 1276892222
4581 3817 424.08 341.45 Fixation 1276908820
4582 3818 421.11 343.34 Fixation 1276925267
4582 3818 419.48 344.03 Fixation 1276941994
4583 3819 417.93 343.64 Fixation 1276958470
4583 3819 417.57 343.88 Fixation 1276975113
4584 3820 415.69 341.28 Fixation 1276991659
4584 3820 413.85 338.01 Fixation 1277008414
4585 3821 413.04 337.87 Fixation 1277024896
4585 3821 411.64 336.29 Fixation 1277041465
4586 3822 410.83 333.94 Fixation 1277058254
4586 3822 411.82 333.87 Saccade 1277074821
4587 3823 422.46 340.57 Saccade 1277091283
4587 3823 423.51 342.18 Saccade 1277107836
4588 3823 425.22 340.90 Fixation 1277124390
4588 3823 425.28 340.08 Fixation 1277141043
4589 3824 425.95 339.13 Fixation 1277157938
4589 3824 427.47 336.96 Fixation 1277174224
4590 3825 427.19 336.29 Fixation 1277190953
4590 3825 429.08 335.32 Fixation 1277207537
4590 3825 430.48 334.31 Fixation 1277224060
4591 3826 431.94 333.72 Fixation 1277240836
4592 3827 435.17 333.84 Fixation 1277257340
4592 3827 436.83 332.02 Fixation 1277273994
4593 3828 440.79 331.00 Fixation 1277290573
4593 3828 444.51 330.59 Fixation 1277307110
4594 3828 447.98 334.11 Fixation 1277323598
4594 3828 450.35 331.98 Fixation 1277340332
4595 3829 446.22 322.62 Fixation 1277356997
4595 3829 448.24 321.91 Fixation 1277373446
4596 3830 446.60 321.46 Fixation 1277390032
4596 3830 447.39 321.53 Fixation 1277406723
4597 3831 448.32 318.78 Fixation 1277423227
4597 3831 448.74 318.69 Fixation 1277439805
4598 3832 450.99 318.20 Fixation 1277456513
4598 3832 451.60 317.73 Fixation 1277473034
4599 3833 452.56 317.51 Fixation 1277489814
4599 3833 453.61 315.87 Fixation 1277506258
4600 3833 456.06 316.12 Fixation 1277522824
4600 3833 458.47 315.77 Fixation 1277539458
4601 3834 460.71 316.47 Fixation 1277556001
4601 3834 463.20 316.68 Fixation 1277572672
4602 3835 464.53 316.65 Fixation 1277589333
4602 3835 466.06 315.09 Fixation 1277605872
4603 3836 466.08 313.87 Fixation 1277622302
4603 3836 465.03 314.32 Fixation 1277638966
4604 3837 462.55 315.11 Fixation 1277655712
4604 3837 460.90 315.93 Fixation 1277672172
4605 3838 457.01 318.80 Fixation 1277688819
4605 3838 455.36 319.74 Fixation 1277705430
4605 3838 453.69 319.77 Fixation 1277722011
4606 3838 454.96 319.60 Fixation 1277738484
4607 3839 454.14 320.66 Fixation 1277755141
4607 3839 453.55 320.26 Fixation 1277771787
4608 3840 452.52 321.01 Saccade 1277788453
4608 3840 412.90 336.27 Saccade 1277804990
4609 3841 383.84 350.43 Saccade 1277821480
4609 3841 382.04 348.71 Fixation 1277838104
4610 3842 382.49 349.08 Fixation 1277854723
4610 3842 381.62 348.81 Fixation 1277871272
4611 3842 381.92 350.25 Fixation 1277887947
4611 3842 382.25 334.92 Fixation 1277904563
4612 3843 380.65 350.11 Fixation 1277921087
4612 3843 381.03 348.44 Fixation 1277937883
4613 3844 379.97 351.01 Fixation 1277954361
4613 3844 377.56 352.14 Fixation 1277970904
4614 3845 377.92 349.83 Fixation 1277987403
4614 3845 377.62 342.93 Fixation 1278004155
4615 3846 374.70 348.25 Fixation 1278020746
4615 3846 374.54 350.67 Fixation 1278037189
4616 3847 373.60 349.54 Saccade 1278053981
4616 3847 400.86 340.95 Saccade 1278070643
4617 3848 454.56 325.07 Saccade 1278087188
4617 3848 472.16 324.38 Saccade 1278103709
4618 3848 472.21 322.92 Fixation 1278120243
4618 3848 473.48 323.08 Fixation 1278136762
4619 3849 473.76 323.82 Fixation 1278153602
4619 3849 473.32 324.05 Fixation 1278170053
4620 3850 472.78 324.61 Fixation 1278186593
4620 3850 471.62 324.92 Fixation 1278203301
4620 3850 472.24 324.27 Fixation 1278219903
4621 3851 470.73 325.93 Fixation 1278236276
4622 3852 470.10 327.28 Fixation 1278252948
4622 3852 468.07 327.86 Fixation 1278269803
4623 3853 467.38 327.92 Fixation 1278286242
4623 3853 466.25 327.69 Fixation 1278302956
4624 3853 464.79 327.49 Fixation 1278319505
4624 3853 463.54 328.20 Fixation 1278335990
4625 3854 462.64 327.95 Fixation 1278352627
4625 3854 461.94 326.78 Fixation 1278369303
4626 3855 461.83 325.69 Fixation 1278385986
4626 3855 461.91 324.76 Fixation 1278402363
4627 3856 461.95 323.22 Fixation 1278418972
4627 3856 462.54 319.52 Fixation 1278435505
4628 3857 460.99 318.44 Fixation 1278452234
4628 3857 461.07 317.18 Fixation 1278468804
4629 3858 460.16 315.11 Fixation 1278485277
4629 3858 460.11 313.65 Fixation 1278502002
4630 3858 457.27 311.34 Fixation 1278518515
4630 3858 455.99 311.09 Fixation 1278535036
4631 3859 455.90 312.06 Fixation 1278551873
4631 3859 454.85 311.12 Saccade 1278568443
4631 3859 444.87 313.84 Saccade 1278585078
4632 3860 389.84 327.05 Saccade 1278601561
4633 3861 352.66 339.06 Saccade 1278618333
4633 3861 349.38 341.55 Saccade 1278634641
4634 3862 347.88 341.77 Fixation 1278651471
4634 3862 346.03 341.77 Fixation 1278667969
4635 3863 345.48 343.03 Fixation 1278684579
4635 3863 343.29 343.01 Fixation 1278701215
4635 3863 342.74 343.26 Fixation 1278717883
4636 3863 341.01 342.34 Fixation 1278734205
4637 3864 339.47 340.60 Fixation 1278750781
4637 3864 338.51 343.01 Fixation 1278767583
4637 3864 337.71 341.89 Fixation 1278784212
4638 3865 336.47 340.54 Fixation 1278800692
4639 3866 333.64 340.85 Saccade 1278817345
4639 3866 346.84 334.15 Saccade 1278833914
4640 3867 389.81 314.95 Saccade 1278850461
4640 3867 404.84 310.61 Saccade 1278867179
4641 3867 404.69 308.37 Fixation 1278883701
4641 3867 407.02 309.99 Fixation 1278900310
4642 3868 408.08 309.07 Fixation 1278916893
4642 3868 407.01 310.64 Fixation 1278933446
4643 3869 408.15 310.87 Fixation 1278950021
4643 3869 408.26 312.43 Fixation 1278966685
4643 3869 407.37 314.40 Fixation 1278983340
4644 3870 406.73 315.53 Fixation 1278999902
4645 3871 407.03 318.41 Fixation 1279016456
4645 3871 406.50 320.13 Fixation 1279032946
4646 3872 406.48 320.90 Fixation 1279049638
4646 3872 406.35 319.90 Fixation 1279066245
4647 3873 406.83 319.75 Fixation 1279082775
4647 3873 404.52 323.10 Fixation 1279099386
4648 3873 404.43 322.49 Fixation 1279116098
4648 3873 402.95 324.86 Fixation 1279132566
4649 3874 402.72 324.85 Fixation 1279149189
4649 3874 402.61 326.49 Saccade 1279165890
4649 3874 394.60 333.23 Saccade 1279182463
4650 3875 388.14 336.46 Saccade 1279199031
4650 3875 387.33 337.91 Fixation 1279215664
4651 3876 386.83 338.98 Fixation 1279232077
4652 3877 386.45 339.62 Fixation 1279248823
4652 3877 385.73 338.81 Fixation 1279265430
4653 3878 387.50 341.67 Fixation 1279282086
4653 3878 387.22 340.20 Fixation 1279298537
4654 3878 388.19 339.76 Fixation 1279315260
4654 3878 388.71 337.84 Fixation 1279331691
4655 3879 389.54 336.33 Fixation 1279348289
4655 3879 389.84 334.01 Fixation 1279364861
4655 3879 390.88 332.62 Fixation 1279381395
4656 3880 391.14 333.60 Fixation 1279398011
4657 3881 392.22 331.21 Fixation 1279414648
4657 3881 392.31 329.93 Saccade 1279431256
4658 3882 387.40 327.90 Saccade 1279447782
4658 3882 384.13 325.38 Saccade 1279464371
4659 3883 383.53 324.07 Fixation 1279481003
4659 3883 382.15 323.63 Fixation 1279497624
4660 3883 380.21 323.44 Fixation 1279514194
4660 3883 377.17 321.90 Fixation 1279530762
4661 3884 374.28 321.69 Fixation 1279547401
4661 3884 372.16 320.69 Fixation 1279563998
4661 3884 369.65 321.38 Fixation 1279580532
4662 3885 368.54 322.93 Fixation 1279597112
4663 3886 367.29 323.99 Fixation 1279613911
4663 3886 369.07 327.00 Fixation 1279630388
4664 3887 369.19 327.22 Fixation 1279647037
4664 3887 368.19 328.17 Fixation 1279663482
4665 3888 368.51 328.23 Fixation 1279680136
4665 3888 368.27 328.76 Fixation 1279696733
4665 3888 368.42 327.42 Fixation 1279713390
4666 3888 369.48 325.39 Fixation 1279729968
4667 3889 367.80 324.65 Fixation 1279746531
4667 3889 368.10 324.06 Fixation 1279763261
4667 3889 366.83 324.63 Fixation 1279779948
4668 3890 367.29 326.49 Fixation 1279796432
4669 3891 367.59 327.56 Fixation 1279813104
4669 3891 365.84 331.56 Fixation 1279829563
4670 3892 363.76 332.16 Fixation 1279846164
4670 3892 362.15 334.41 Fixation 1279862940
4671 3892 358.41 329.69 Fixation 1279879475
4671 3892 356.79 324.16 Fixation 1279896093
4672 3893 353.82 320.09 Fixation 1279912613
4672 3893 353.74 319.27 Fixation 1279929210
4673 3894 351.32 320.42 Fixation 1279945910
4673 3894 350.05 324.42 Saccade 1279962400
4673 3894 355.19 327.04 Saccade 1279979123
4674 3895 409.21 352.22 Saccade 1279995687
4674 3895 454.20 342.60 Saccade 1280012088
4675 3896 458.03 344.16 Saccade 1280028828
4676 3897 461.91 344.70 Fixation 1280045502
4676 3897 463.83 346.18 Fixation 1280062001
4677 3898 466.14 344.58 Fixation 1280078559
4677 3898 467.35 343.40 Fixation 1280095189
4678 3898 467.69 343.24 Fixation 1280111704
4678 3898 467.52 342.94 Fixation 1280128314
4679 3899 467.20 341.06 Fixation 1280144967
4679 3899 467.27 340.23 Fixation 1280161606
4679 3899 466.73 338.71 Fixation 1280178227
4680 3900 466.45 338.79 Fixation 1280194789
4680 3900 464.93 338.08 Fixation 1280211460
4681 3901 465.43 338.16 Fixation 1280227957
4681 3901 466.00 339.90 Fixation 1280244575
4682 3902 466.44 339.55 Fixation 1280261103
4683 3903 467.97 341.66 Fixation 1280277969
4683 3903 469.35 341.88 Fixation 1280294303
4684 3903 469.45 343.55 Fixation 1280310956
4684 3903 470.45 342.66 Fixation 1280327596
4685 3904 470.66 343.29 Fixation 1280344219
4685 3904 470.44 343.27 Fixation 1280360685
4685 3904 469.64 343.20 Fixation 1280377356
4686 3905 469.93 341.99 Fixation 1280394017
4687 3906 469.50 341.85 Fixation 1280410536
4687 3906 468.80 341.42 Fixation 1280427087
4688 3907 468.72 340.45 Fixation 1280443687
4688 3907 469.68 343.06 Fixation 1280460325
4689 3908 468.11 343.03 Fixation 1280476834
4689 3908 468.39 342.91 Fixation 1280493590
4690 3908 467.76 344.38 Fixation 1280510037
4690 3908 468.12 345.73 Fixation 1280526704
4691 3909 467.63 346.73 Fixation 1280543350
4691 3909 466.99 346.28 Fixation 1280559857
4691 3909 467.87 347.88 Fixation 1280576458
4692 3910 468.46 348.50 Fixation 1280593037
4693 3911 468.28 348.96 Fixation 1280609677
4693 3911 469.05 349.60 Fixation 1280626205
4694 3912 469.63 349.76 Fixation 1280642805
4694 3912 469.38 350.29 Fixation 1280659439
4695 3913 469.66 350.80 Fixation 1280675910
4695 3913 469.14 351.42 Fixation 1280692657
4695 3913 469.49 353.05 Fixation 1280709339
4696 3913 469.25 355.66 Fixation 1280725643
4697 3914 468.35 357.82 Fixation 1280742246
4697 3914 469.77 360.08 Fixation 1280758942
4697 3914 469.25 362.43 Fixation 1280775531
4698 3915 469.51 367.98 Fixation 1280792033
4699 3916 469.06 370.95 Fixation 1280808850
4699 3916 469.25 371.73 Fixation 1280825434
4700 3917 469.84 374.03 Fixation 1280842138
4700 3917 468.64 374.10 Fixation 1280858567
4701 3917 468.06 373.96 Fixation 1280875182
4701 3917 469.42 372.39 Fixation 1280891785
4701 3917 468.66 373.20 Fixation 1280908448
4702 3918 468.73 372.90 Fixation 1280925060
4702 3918 468.67 369.71 Fixation 1280941600
4703 3919 469.56 368.43 Fixation 1280958221
4703 3919 469.58 367.46 Fixation 1280974786
4704 3920 469.69 366.09 Fixation 1280991354
4704 3920 470.88 364.18 Fixation 1281007967
4705 3921 471.78 363.06 Fixation 1281024448
4706 3922 472.51 362.59 Fixation 1281041079
4706 3922 473.27 363.45 Fixation 1281057755
4706 3922 473.50 361.83 Fixation 1281074216
4707 3923 473.84 362.18 Fixation 1281090781
4707 3923 473.70 362.58 Fixation 1281107458
4708 3923 474.46 362.18 Fixation 1281124070
4708 3923 475.23 361.83 Fixation 1281140604
4709 3924 474.44 363.33 Fixation 1281157351
4709 3924 474.97 363.05 Fixation 1281174091
4710 3925 469.84 363.25 Fixation 1281190539
4710 3925 469.60 362.95 Fixation 1281207177
4711 3926 468.84 363.80 Fixation 1281223601
4711 3926 468.27 363.87 Fixation 1281240203
4712 3927 468.34 362.82 Fixation 1281256789
4713 3928 467.49 363.30 Fixation 1281273536
4713 3928 466.31 361.83 Fixation 1281290034
4714 3928 466.90 359.86 Fixation 1281306620
4714 3928 467.09 360.36 Fixation 1281323307
4714 3928 466.62 358.29 Fixation 1281339903
4715 3929 465.38 357.35 Fixation 1281356413
4715 3929 464.95 357.86 Fixation 1281373080
4716 3930 465.70 358.21 Fixation 1281389776
4716 3930 465.16 359.18 Fixation 1281406229
4717 3931 464.12 359.78 Fixation 1281422825
4718 3932 465.33 362.70 Fixation 1281439547
4718 3932 464.86 366.54 Fixation 1281456054
4718 3932 465.69 367.90 Saccade 1281472717
4719 3933 462.16 368.85 Saccade 1281489306
4720 3933 412.82 374.97 Saccade 1281506000
4720 3933 341.43 385.04 Saccade 1281522271
4720 3933 313.31 389.54 Saccade 1281538950
4721 3934 311.22 387.78 Fixation 1281555701
4721 3934 308.09 385.58 Fixation 1281572214
4722 3935 308.40 386.39 Fixation 1281588802
4722 3935 307.01 385.86 Fixation 1281605297
4723 3936 306.78 384.46 Fixation 1281621924
4724 3937 304.27 382.85 Fixation 1281638519
4724 3937 301.60 380.67 Fixation 1281654954
4724 3937 301.44 380.69 Fixation 1281671700
4725 3938 299.15 379.49 Fixation 1281688342
4725 3938 296.30 379.23 Fixation 1281704923
4726 3938 295.87 378.68 Fixation 1281721316
4726 3938 295.62 377.19 Saccade 1281738200
4727 3939 293.04 376.50 Saccade 1281754778
4727 3939 288.21 380.61 Saccade 1281771250
4728 3940 288.76 382.51 Fixation 1281787899
4728 3940 287.87 385.12 Fixation 1281804348
4729 3941 286.08 384.88 Fixation 1281820935
4729 3941 284.09 386.42 Fixation 1281837832
4730 3942 281.99 388.27 Fixation 1281854160
4731 3942 281.57 387.99 Fixation 1281870861
4731 3942 279.87 392.04 Fixation 1281887479
4731 3942 277.60 395.25 Fixation 1281903994
4732 3943 277.91 396.06 Fixation 1281920585
4733 3944 276.06 398.20 Saccade 1281937205
4733 3944 283.20 398.93 Saccade 1281953982
4733 3944 362.59 402.27 Saccade 1281970408
4734 3945 435.39 404.40 Saccade 1281987064
4734 3945 468.13 405.66 Saccade 1282003620
4735 3946 468.49 403.70 Fixation 1282020205
4735 3946 469.14 403.85 Fixation 1282036756
4736 3947 469.25 404.43 Fixation 1282053632
4736 3947 468.81 404.35 Fixation 1282069974
4737 3948 468.90 403.72 Fixation 1282086598
4737 3948 468.30 403.12 Fixation 1282103205
4738 3948 467.93 403.45 Fixation 1282119733
4738 3948 468.36 403.61 Fixation 1282136324
4739 3949 467.48 403.70 Fixation 1282153008
4739 3949 467.01 400.14 Fixation 1282169579
4740 3950 467.81 400.78 Fixation 1282186180
4740 3950 469.83 400.21 Fixation 1282202679
4740 3950 468.80 399.38 Saccade 1282219268
4741 3951 469.27 388.54 Saccade 1282235832
4742 3952 469.51 384.20 Saccade 1282252487
4743 3953 470.26 382.55 Fixation 1282269016
4743 3953 471.75 382.47 Fixation 1282285768
4743 3953 472.89 380.92 Fixation 1282302275
4744 3953 474.25 379.92 Fixation 1282319608
4744 3953 475.95 380.48 Fixation 1282335454
4745 3954 478.09 379.04 Fixation 1282352125
4745 3954 479.29 378.19 Fixation 1282368699
4746 3955 480.14 378.71 Fixation 1282385338
4746 3955 482.42 380.37 Fixation 1282401967
4747 3956 481.39 381.30 Fixation 1282418597
4747 3956 482.27 380.98 Fixation 1282435099
4748 3957 482.07 382.33 Fixation 1282451728
4748 3957 482.32 384.88 Fixation 1282468383
4749 3958 481.80 384.89 Fixation 1282484850
4749 3958 483.56 382.89 Fixation 1282501570
4750 3958 483.96 383.13 Fixation 1282518091
4750 3958 484.33 383.37 Saccade 1282534734
4751 3959 474.08 384.99 Saccade 1282551336
4751 3959 452.32 385.99 Saccade 1282567895
4752 3960 451.78 385.45 Fixation 1282584555
4752 3960 451.78 384.36 Fixation 1282601181
4753 3961 452.35 383.28 Fixation 1282617817
4753 3961 450.74 383.80 Fixation 1282634256
4754 3962 451.36 383.11 Fixation 1282650819
4754 3962 452.12 381.50 Fixation 1282667617
4755 3963 452.39 381.31 Fixation 1282684189
4755 3963 452.95 381.33 Fixation 1282700681
4756 3963 453.82 381.23 Fixation 1282717308
4756 3963 455.02 380.69 Fixation 1282734022
4757 3964 456.58 380.31 Fixation 1282750462
4757 3964 457.23 381.49 Fixation 1282767094
4758 3965 457.88 380.80 Fixation 1282783680
4758 3965 459.23 379.58 Fixation 1282800341
4759 3966 459.69 381.33 Fixation 1282816852
4759 3966 460.46 381.89 Fixation 1282833321
4760 3967 460.74 381.39 Fixation 1282850067
4760 3967 461.72 382.86 Fixation 1282866536
4761 3967 462.65 381.18 Fixation 1282883302
4761 3967 465.36 380.18 Fixation 1282900005
4762 3968 466.24 381.39 Fixation 1282916431
4762 3968 466.83 379.60 Saccade 1282932922
4763 3969 492.94 372.38 Saccade 1282949645
4763 3969 518.49 367.02 Saccade 1282966274
4764 3970 518.81 366.08 Fixation 1282982837
4764 3970 520.61 364.69 Fixation 1282999464
4765 3971 521.46 363.40 Fixation 1283015971
4765 3971 522.50 363.39 Fixation 1283032634
4766 3972 523.08 363.21 Fixation 1283049374
4766 3972 525.07 361.94 Fixation 1283065963
4767 3973 525.97 362.14 Saccade 1283082479
4767 3973 527.74 361.54 Saccade 1283099083
4768 3973 484.68 359.57 Saccade 1283115601
4768 3973 387.87 359.82 Saccade 1283132220
4769 3974 296.97 353.40 Saccade 1283148784
4769 3974 207.68 353.71 Saccade 1283165487
4770 3975 127.69 361.53 Saccade 1283182010
4770 3975 91.68 356.78 Saccade 1283198602
4770 3975 92.50 353.43 Fixation 1283215272
4771 3976 95.94 352.50 Fixation 1283231895
4772 3977 99.46 352.19 Fixation 1283248219
4772 3977 102.56 350.22 Fixation 1283264779
4773 3978 106.94 348.37 Fixation 1283281483
4773 3978 108.09 348.53 Fixation 1283298144
4774 3978 110.54 346.71 Fixation 1283314699
4774 3978 113.53 346.77 Fixation 1283331144
4775 3979 114.48 346.20 Fixation 1283347800
4775 3979 115.69 347.56 Fixation 1283364528
4776 3980 114.46 346.61 Fixation 1283381035
4776 3980 111.02 347.95 Fixation 1283397860
4777 3981 111.92 348.03 Fixation 1283414147
4777 3981 108.88 348.91 Fixation 1283430966
4778 3982 107.12 349.22 Fixation 1283447476
4778 3982 109.71 352.83 Fixation 1283464155
4779 3983 109.95 355.87 Fixation 1283480530
4779 3983 106.56 358.04 Fixation 1283497288
4780 3983 106.15 358.25 Fixation 1283513981
4780 3983 105.31 358.16 Fixation 1283530390
4781 3984 102.21 358.80 Fixation 1283546959
4781 3984 97.58 358.61 Fixation 1283563579
4781 3984 95.33 359.77 Fixation 1283580142
4782 3985 95.85 358.12 Fixation 1283596824
4783 3986 95.95 358.35 Fixation 1283613582
4783 3986 92.20 357.93 Saccade 1283630144
4784 3987 90.38 353.44 Saccade 1283646556
4784 3987 60.93 351.45 Saccade 1283663209
4785 3988 307.55 584.68 Saccade 1283679747
4785 3988 459.90 587.78 Saccade 1283696429
4785 3988 54.37 348.67 Saccade 1283712908
4786 3988 54.20 347.59 Fixation 1283729554
4787 3989 45.29 350.44 Fixation 1283746280
4787 3989 43.71 348.51 Fixation 1283762702
4788 3990 43.40 348.44 Fixation 1283779314
4788 3990 36.82 349.46 Fixation 1283795997
4789 3991 36.64 350.02 Fixation 1283812627
4789 3991 36.13 346.00 Fixation 1283829088
4790 3992 35.63 344.33 Fixation 1283845645
4790 3992 33.23 348.65 Fixation 1283862334
4791 3992 32.62 345.22 Fixation 1283878904
4791 3992 34.17 340.83 Saccade 1283895385
4792 3993 20.01 342.00 Saccade 1283912028
4792 3993 17.33 339.50 Saccade 1283928577
4793 3994 17.20 338.40 Fixation 1283945307
4793 3994 17.30 338.72 Fixation 1283961975
4793 3994 17.59 338.41 Fixation 1283978459
4794 3995 17.32 339.22 Fixation 1283996282
4795 3996 6.21 339.04 Fixation 1284011719
4795 3996 7.20 340.57 Fixation 1284028259
4796 3997 443.19 577.50 Fixation 1284044726
4796 3997 7.54 340.52 Fixation 1284061588
4797 3998 8.17 338.06 Fixation 1284078068
4797 3998 8.24 338.34 Fixation 1284095026
4798 3998 8.41 338.80 Saccade 1284112027
4798 3998 15.86 335.42 Saccade 1284127847
4799 3999 19.04 335.06 Saccade 1284144443
4799 3999 21.03 337.25 Saccade 1284161094
4800 4000 24.53 341.08 Saccade 1284177846
4800 4000 24.77 342.34 Saccade 1284194125
4800 4000 31.71 348.08 Saccade 1284210752
4801 4001 34.38 356.87 Saccade 1284227368
4802 4002 90.82 369.35 Saccade 1284244411
4802 4002 88.87 369.43 Fixation 1284260571
4803 4003 91.14 369.51 Fixation 1284277286
4803 4003 94.24 368.56 Fixation 1284293977
